Transaction_Date,Branch,Account_Code,Account_Name,Account_Type,Credit,Debit,Journal_Source
2026-03-30,"Crown Fish Bar",101,"Cost of Sales","Direct Expense",0.00,1300.00,"Expense Entry"
2026-03-30,"Crown Fish Bar",102,"Cost of Labour","Direct Expense",0.00,1400.00,"Expense Entry"
2026-03-30,"Crown Fish Bar",103,"Admin Exp","Operating Expense",0.00,575.00,"Expense Entry"
2026-03-30,"Crown Fish Bar",105,"AD - Uber","Operating Expense",0.00,42.00,"Expense Entry"
2026-03-23,"Crown Fish Bar",101,"Cost of Sales","Direct Expense",0.00,1300.00,"Expense Entry"
2026-03-23,"Crown Fish Bar",102,"Cost of Labour","Direct Expense",0.00,1400.00,"Expense Entry"
2026-03-23,"Crown Fish Bar",103,"Admin Exp","Operating Expense",0.00,575.00,"Expense Entry"
2026-03-23,"Crown Fish Bar",105,"AD - Uber","Operating Expense",0.00,42.00,"Expense Entry"
2026-03-16,"Crown Fish Bar",101,"Cost of Sales","Direct Expense",0.00,1300.00,"Expense Entry"
2026-03-16,"Crown Fish Bar",102,"Cost of Labour","Direct Expense",0.00,1400.00,"Expense Entry"
2026-03-16,"Crown Fish Bar",103,"Admin Exp","Operating Expense",0.00,575.00,"Expense Entry"
2026-03-16,"Crown Fish Bar",105,"AD - Uber","Operating Expense",0.00,42.00,"Expense Entry"
2026-03-11,"Crown Fish Bar",1,Own,Revenue,310.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",2,Own,Revenue,310.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",5,JustEat,Revenue,254.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",6,JustEat,Revenue,254.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",7,Deliveroo,Revenue,35.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",8,Uber,Revenue,60.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",1,Own,Revenue,310.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",2,Own,Revenue,310.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",5,JustEat,Revenue,254.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",6,JustEat,Revenue,254.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",7,Deliveroo,Revenue,35.00,0.00,"Sales Entry"
2026-03-11,"Crown Fish Bar",8,Uber,Revenue,60.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",1,Own,Revenue,350.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",2,Own,Revenue,350.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",5,JustEat,Revenue,213.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",6,JustEat,Revenue,213.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",7,Deliveroo,Revenue,15.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",8,Uber,Revenue,17.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",1,Own,Revenue,350.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",2,Own,Revenue,350.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",5,JustEat,Revenue,213.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",6,JustEat,Revenue,213.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",7,Deliveroo,Revenue,15.00,0.00,"Sales Entry"
2026-03-10,"Crown Fish Bar",8,Uber,Revenue,17.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",1,Own,Revenue,240.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",2,Own,Revenue,240.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",5,JustEat,Revenue,299.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",6,JustEat,Revenue,299.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",7,Deliveroo,Revenue,30.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",8,Uber,Revenue,65.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",101,"Cost of Sales","Direct Expense",0.00,1300.00,"Expense Entry"
2026-03-09,"Crown Fish Bar",102,"Cost of Labour","Direct Expense",0.00,1400.00,"Expense Entry"
2026-03-09,"Crown Fish Bar",103,"Admin Exp","Operating Expense",0.00,575.00,"Expense Entry"
2026-03-09,"Crown Fish Bar",105,"AD - Uber","Operating Expense",0.00,42.00,"Expense Entry"
2026-03-09,"Crown Fish Bar",109,"Sale - Deliveroo","Direct Expense",0.00,31.50,"Expense Entry"
2026-03-09,"Crown Fish Bar",111,"Sale - JE","Direct Expense",0.00,142.80,"Expense Entry"
2026-03-09,"Crown Fish Bar",110,"Sale - Uber","Direct Expense",0.00,59.64,"Expense Entry"
2026-03-09,"Crown Fish Bar",1,Own,Revenue,240.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",2,Own,Revenue,240.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",5,JustEat,Revenue,299.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",6,JustEat,Revenue,299.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",7,Deliveroo,Revenue,30.00,0.00,"Sales Entry"
2026-03-09,"Crown Fish Bar",8,Uber,Revenue,65.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",1,Own,Revenue,180.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",2,Own,Revenue,180.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",5,JustEat,Revenue,215.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",6,JustEat,Revenue,215.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",7,Deliveroo,Revenue,65.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",8,Uber,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",1,Own,Revenue,180.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",2,Own,Revenue,180.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",5,JustEat,Revenue,215.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",6,JustEat,Revenue,215.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",7,Deliveroo,Revenue,65.00,0.00,"Sales Entry"
2026-03-08,"Crown Fish Bar",8,Uber,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",1,Own,Revenue,350.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",2,Own,Revenue,350.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",5,JustEat,Revenue,330.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",6,JustEat,Revenue,330.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",7,Deliveroo,Revenue,18.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",8,Uber,Revenue,55.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",1,Own,Revenue,350.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",2,Own,Revenue,350.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",5,JustEat,Revenue,330.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",6,JustEat,Revenue,330.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",7,Deliveroo,Revenue,18.00,0.00,"Sales Entry"
2026-03-07,"Crown Fish Bar",8,Uber,Revenue,55.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",1,Own,Revenue,520.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",2,Own,Revenue,520.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",5,JustEat,Revenue,260.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",6,JustEat,Revenue,260.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",7,Deliveroo,Revenue,40.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",8,Uber,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",1,Own,Revenue,520.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",2,Own,Revenue,520.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",5,JustEat,Revenue,260.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",6,JustEat,Revenue,260.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",7,Deliveroo,Revenue,40.00,0.00,"Sales Entry"
2026-03-06,"Crown Fish Bar",8,Uber,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",1,Own,Revenue,220.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",2,Own,Revenue,220.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",5,JustEat,Revenue,125.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",6,JustEat,Revenue,125.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",7,Deliveroo,Revenue,24.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",8,Uber,Revenue,65.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",1,Own,Revenue,220.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",2,Own,Revenue,220.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",5,JustEat,Revenue,125.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",6,JustEat,Revenue,125.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",7,Deliveroo,Revenue,24.00,0.00,"Sales Entry"
2026-03-05,"Crown Fish Bar",8,Uber,Revenue,65.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",1,Own,Revenue,220.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",2,Own,Revenue,220.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",5,JustEat,Revenue,125.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",6,JustEat,Revenue,125.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",7,Deliveroo,Revenue,24.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",8,Uber,Revenue,65.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",1,Own,Revenue,220.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",2,Own,Revenue,220.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",5,JustEat,Revenue,125.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",6,JustEat,Revenue,125.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",7,Deliveroo,Revenue,24.00,0.00,"Sales Entry"
2026-03-04,"Crown Fish Bar",8,Uber,Revenue,65.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",1,Own,Revenue,250.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",2,Own,Revenue,250.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",5,JustEat,Revenue,170.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",6,JustEat,Revenue,170.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",7,Deliveroo,Revenue,30.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",8,Uber,Revenue,120.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",1,Own,Revenue,250.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",2,Own,Revenue,250.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",5,JustEat,Revenue,170.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",6,JustEat,Revenue,170.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",7,Deliveroo,Revenue,30.00,0.00,"Sales Entry"
2026-03-03,"Crown Fish Bar",8,Uber,Revenue,120.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",1,Own,Revenue,200.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",2,Own,Revenue,200.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",5,JustEat,Revenue,165.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",6,JustEat,Revenue,165.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",7,Deliveroo,Revenue,95.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",8,Uber,Revenue,115.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",1,Own,Revenue,200.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",2,Own,Revenue,200.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",5,JustEat,Revenue,165.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",6,JustEat,Revenue,165.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",7,Deliveroo,Revenue,95.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",8,Uber,Revenue,115.00,0.00,"Sales Entry"
2026-03-02,"Crown Fish Bar",101,"Cost of Sales","Direct Expense",0.00,1300.00,"Expense Entry"
2026-03-02,"Crown Fish Bar",102,"Cost of Labour","Direct Expense",0.00,1400.00,"Expense Entry"
2026-03-02,"Crown Fish Bar",103,"Admin Exp","Operating Expense",0.00,575.00,"Expense Entry"
2026-03-02,"Crown Fish Bar",105,"AD - Uber","Operating Expense",0.00,42.00,"Expense Entry"
2026-03-02,"Crown Fish Bar",109,"Sale - Deliveroo","Direct Expense",0.00,105.00,"Expense Entry"
2026-03-02,"Crown Fish Bar",111,"Sale - JE","Direct Expense",0.00,462.00,"Expense Entry"
2026-03-02,"Crown Fish Bar",110,"Sale - Uber","Direct Expense",0.00,176.40,"Expense Entry"
2026-03-01,"Crown Fish Bar",1,Own,Revenue,90.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",2,Own,Revenue,90.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",5,JustEat,Revenue,120.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",6,JustEat,Revenue,120.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",7,Deliveroo,Revenue,15.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",8,Uber,Revenue,45.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",1,Own,Revenue,90.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",2,Own,Revenue,90.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",5,JustEat,Revenue,120.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",6,JustEat,Revenue,120.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",5,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",6,JustEat,Revenue,0.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",7,Deliveroo,Revenue,15.00,0.00,"Sales Entry"
2026-03-01,"Crown Fish Bar",8,Uber,Revenue,45.00,0.00,"Sales Entry"
2026-02-28,"Crown Fish Bar",1,Own,Revenue,300.00,0.00,"Sales Entry"
2026-02-28,"Crown Fish Bar",2,Own,Revenue,300.00,0.00,"Sales Entry"
2026-02-28,"Crown Fish Bar",1,Own,Revenue,0.00,0.00,"Sales Entry"
2026-02-28,"Crown Fish Bar",2,Own,Revenue,0.00,0.00,"Sales Entry"
2026-02-28,"Crown Fish Bar",3,Telephone,Revenue,0.00,0.00,"Sales Entry"
2026-02-28,"Crown Fish Bar",4,Web,Revenue,0.00,0.00,"Sales Entry"
2026-02-28,"Crown Fish Bar",5,JustEat,Revenue,250.00,0.00,"Sales Entry"
